GENDER,AGE,MARITAL_STATUS,PROFESSION
F,20,Single,Other
F,48,Unspecified,Hospitality
F,48,Unspecified,Hospitality
F,34,Married,Professional
F,56,Unspecified,Hospitality
F,56,Unspecified,Hospitality
F,56,Unspecified,Hospitality
M,34,Single,Trades
F,21,Single,Professional
F,33,Married,Executive
F,49,Unspecified,Hospitality
M,27,Single,Sales
F,22,Single,Sales
F,45,Married,Sales
F,51,Married,Other
F,51,Married,Other
F,51,Married,Other
M,22,Single,Professional
M,22,Single,Professional
M,36,Single,Executive
M,29,Single,Trades
M,29,Single,Trades
F,29,Single,Other
F,43,Married,Executive
F,43,Married,Executive
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
M,18,Single,Student
M,39,Married,Trades
M,39,Married,Trades
M,39,Married,Trades
M,39,Married,Trades
F,36,Married,Executive
F,20,Single,Professional
F,37,Married,Other
F,37,Married,Other
F,29,Single,Hospitality
F,43,Married,Other
F,43,Married,Other
M,39,Married,Other
M,39,Married,Other
F,23,Single,Other
F,27,Married,Other
F,41,Unspecified,Hospitality
F,41,Unspecified,Hospitality
F,42,Unspecified,Hospitality
M,38,Married,Other
M,38,Married,Other
M,44,Single,Other
F,29,Single,Other
M,30,Unspecified,Professional
F,19,Single,Retail
M,24,Single,Other
F,27,Single,Student
F,27,Single,Student
F,27,Single,Student
F,23,Married,Retail
F,23,Married,Retail
F,29,Married,Other
F,29,Married,Other
F,43,Married,Other
F,26,Single,Other
M,37,Unspecified,Trades
M,37,Unspecified,Trades
M,37,Married,Other
M,37,Married,Other
F,58,Married,Retired
F,25,Single,Other
M,38,Married,Other
M,38,Married,Other
M,47,Married,Retired
M,47,Married,Retired
M,47,Married,Retired
M,47,Married,Retired
M,47,Married,Retired
M,58,Married,Professional
M,58,Married,Professional
F,29,Single,Student
M,33,Single,Other
M,33,Single,Other
F,42,Unspecified,Hospitality
F,25,Single,Professional
F,30,Married,Executive
F,23,Single,Student
F,23,Single,Student
M,21,Single,Professional
F,44,Married,Other
M,25,Married,Other
M,40,Unspecified,Other
F,30,Married,Other
M,39,Married,Executive
M,35,Married,Trades
F,24,Single,Student
F,33,Married,Other
F,33,Married,Other
M,41,Married,Sales
M,41,Married,Sales
M,37,Married,Trades
M,37,Married,Trades
F,62,Unspecified,Hospitality
M,20,Single,Professional
M,20,Single,Professional
F,22,Single,Retail
M,30,Married,Trades
M,30,Married,Trades
M,29,Married,Other
M,29,Married,Other
F,27,Single,Student
F,27,Single,Student
F,27,Single,Student
M,35,Married,Trades
M,35,Married,Trades
M,35,Married,Trades
M,36,Married,Sales
M,34,Single,Professional
M,34,Single,Professional
F,27,Single,Retail
M,25,Single,Professional
M,47,Unspecified,Other
M,47,Unspecified,Other
M,47,Unspecified,Other
M,45,Married,Professional
M,43,Married,Other
M,43,Married,Other
M,34,Single,Professional
F,49,Unspecified,Hospitality
M,30,Married,Professional
M,30,Married,Professional
F,29,Single,Professional
F,21,Single,Professional
M,20,Single,Student
M,39,Married,Other
M,47,Married,Other
F,53,Married,Other
F,27,Single,Professional
F,35,Married,Executive
F,48,Married,Executive
F,36,Married,Executive
F,36,Married,Executive
F,36,Married,Executive
F,36,Married,Executive
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
M,30,Single,Trades
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
M,28,Single,Professional
M,28,Single,Professional
M,28,Single,Professional
M,20,Unspecified,Other
M,43,Married,Trades
M,43,Married,Trades
M,44,Married,Retired
F,45,Married,Hospitality
F,38,Married,Other
F,38,Married,Other
F,38,Married,Other
M,41,Married,Other
F,53,Married,Hospitality
F,53,Married,Hospitality
F,55,Married,Retired
F,27,Single,Other
F,26,Unspecified,Professional
M,29,Single,Trades
F,45,Married,Executive
F,45,Married,Executive
F,23,Single,Sales
F,29,Married,Other
F,47,Married,Other
M,29,Single,Other
M,29,Single,Other
F,39,Married,Executive
F,48,Married,Hospitality
F,48,Married,Hospitality
F,37,Single,Professional
F,27,Single,Other
F,20,Married,Retail
M,35,Married,Executive
F,35,Married,Other
F,35,Married,Other
F,27,Married,Retail
M,28,Single,Other
F,61,Married,Other
F,61,Married,Other
M,21,Single,Other
F,20,Single,Other
F,19,Single,Other
M,33,Married,Other
F,37,Married,Other
F,25,Single,Professional
F,22,Single,Other
F,47,Married,Retail
F,47,Married,Retail
F,64,Married,Other
F,31,Married,Other
F,31,Married,Other
M,30,Single,Professional
F,19,Single,Student
M,24,Single,Other
F,47,Married,Other
F,47,Married,Other
M,48,Married,Professional
F,23,Single,Retail
F,21,Single,Other
M,27,Married,Other
F,42,Married,Executive
F,42,Married,Executive
F,41,Married,Retired
F,24,Single,Other
M,29,Single,Other
M,55,Unspecified,Other
M,37,Married,Other
F,40,Married,Executive
F,29,Married,Other
F,38,Married,Executive
M,39,Married,Professional
M,39,Married,Professional
M,32,Married,Executive
M,32,Married,Executive
F,28,Single,Student
M,23,Single,Other
M,23,Single,Other
M,27,Single,Professional
F,32,Single,Other
M,29,Single,Professional
M,29,Single,Professional
M,40,Single,Sales
M,40,Single,Sales
F,60,Unspecified,Hospitality
F,23,Single,Professional
F,19,Single,Professional
M,34,Married,Executive
M,29,Single,Professional
M,29,Single,Professional
M,39,Married,Other
F,62,Married,Retired
M,23,Single,Other
F,39,Married,Retail
F,39,Married,Retail
F,39,Married,Retail
M,30,Married,Other
F,47,Married,Other
F,47,Married,Other
F,20,Single,Student
F,33,Married,Executive
F,33,Married,Executive
F,33,Married,Executive
F,33,Married,Executive
M,44,Married,Trades
F,39,Unspecified,Hospitality
F,25,Married,Professional
F,25,Married,Professional
M,21,Single,Other
F,24,Single,Retail
M,28,Single,Other
F,19,Single,Other
M,44,Married,Other
M,43,Single,Sales
M,33,Single,Professional
M,33,Single,Professional
F,33,Single,Professional
F,33,Single,Professional
F,43,Married,Other
F,26,Single,Student
F,36,Married,Executive
F,19,Single,Retail
M,50,Married,Other
M,50,Married,Other
F,22,Married,Retail
F,22,Married,Retail
M,34,Married,Professional
M,43,Married,Other
M,19,Single,Sales
F,35,Married,Executive
M,32,Married,Other
M,55,Unspecified,Other
M,55,Unspecified,Other
M,55,Unspecified,Other
M,37,Married,Executive
M,20,Single,Sales
M,33,Unspecified,Professional
F,48,Married,Other
F,48,Married,Other
M,31,Married,Other
M,31,Married,Other
F,31,Single,Retail
F,34,Married,Professional
F,34,Married,Professional
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
M,28,Single,Trades
M,28,Single,Trades
M,28,Single,Trades
M,47,Married,Retired
M,47,Married,Retired
M,31,Married,Professional
M,31,Married,Professional
M,39,Married,Executive
F,26,Married,Professional
M,30,Married,Executive
M,30,Married,Executive
F,32,Married,Executive
F,32,Married,Executive
F,32,Married,Executive
F,45,Married,Executive
M,32,Married,Executive
M,32,Married,Executive
F,19,Single,Professional
F,47,Married,Other
F,47,Married,Other
M,33,Married,Other
M,33,Married,Other
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
M,22,Single,Sales
M,22,Single,Sales
M,22,Single,Sales
M,36,Married,Sales
M,36,Married,Sales
M,42,Married,Other
F,21,Single,Student
F,22,Single,Other
F,29,Single,Retail
M,43,Married,Other
F,49,Married,Other
F,32,Married,Professional
F,32,Married,Professional
F,26,Married,Other
M,28,Single,Sales
M,28,Single,Sales
M,37,Married,Other
F,22,Single,Other
F,27,Married,Executive
M,42,Married,Trades
M,42,Married,Trades
F,41,Married,Sales
M,23,Single,Retail
F,32,Single,Professional
M,29,Married,Executive
M,35,Single,Other
F,61,Married,Other
F,61,Married,Other
F,28,Single,Professional
F,62,Married,Retired
F,45,Married,Retired
F,45,Married,Retired
M,50,Unspecified,Other
M,50,Unspecified,Other
M,31,Married,Trades
M,31,Married,Trades
F,29,Single,Other
F,29,Single,Retail
M,33,Married,Trades
M,33,Married,Trades
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
M,30,Single,Professional
M,30,Single,Professional
M,30,Single,Professional
M,29,Married,Other
F,36,Single,Professional
M,28,Married,Professional
M,28,Married,Professional
M,28,Married,Professional
M,28,Married,Professional
M,30,Married,Other
F,51,Unspecified,Hospitality
M,37,Married,Executive
F,26,Single,Professional
F,26,Single,Professional
M,32,Married,Other
M,32,Single,Other
M,35,Married,Sales
M,35,Married,Sales
M,39,Married,Executive
M,39,Married,Executive
F,39,Single,Retail
F,39,Single,Retail
F,39,Single,Retail
F,39,Single,Retail
M,36,Married,Sales
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
M,49,Married,Trades
M,49,Married,Trades
F,31,Married,Hospitality
F,31,Married,Hospitality
F,49,Married,Hospitality
F,49,Married,Hospitality
M,17,Single,Student
F,28,Single,Other
F,29,Married,Retail
F,29,Married,Retail
M,41,Married,Sales
M,41,Married,Sales
M,39,Married,Other
M,52,Married,Professional
M,26,Married,Other
M,54,Married,Retired
M,54,Married,Retired
F,25,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
F,28,Single,Retail
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
F,59,Married,Other
F,59,Married,Other
F,59,Married,Other
M,26,Single,Other
M,28,Single,Sales
M,28,Single,Sales
M,28,Single,Sales
F,27,Single,Other
M,25,Single,Executive
M,25,Single,Executive
F,19,Single,Other
M,26,Single,Professional
M,26,Single,Professional
F,40,Married,Other
M,39,Single,Other
M,39,Single,Other
F,42,Married,Other
F,42,Married,Other
F,25,Single,Retail
M,36,Married,Trades
M,36,Married,Trades
M,48,Married,Professional
M,29,Single,Executive
F,30,Married,Executive
F,18,Single,Retail
F,18,Single,Retail
M,32,Single,Professional
M,32,Single,Professional
M,32,Single,Professional
F,21,Single,Other
F,21,Single,Other
M,52,Married,Professional
M,52,Married,Professional
M,24,Single,Professional
M,24,Single,Professional
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
F,28,Single,Student
M,21,Single,Student
F,40,Married,Executive
F,41,Unspecified,Hospitality
F,44,Married,Other
F,44,Married,Other
F,38,Unspecified,Hospitality
F,26,Single,Retail
M,41,Unspecified,Trades
M,42,Single,Other
M,23,Single,Sales
M,32,Married,Other
F,48,Married,Executive
F,29,Single,Student
F,40,Married,Executive
F,30,Married,Other
F,30,Married,Other
M,43,Single,Sales
M,43,Single,Sales
F,32,Married,Executive
M,33,Married,Other
F,55,Married,Other
M,38,Single,Professional
M,38,Single,Professional
F,31,Married,Other
F,31,Married,Other
F,24,Single,Professional
F,28,Single,Other
F,28,Single,Other
F,20,Married,Retail
F,20,Married,Retail
M,46,Married,Professional
M,46,Married,Professional
F,21,Single,Other
M,35,Married,Sales
F,58,Married,Other
F,58,Married,Other
M,33,Married,Other
M,33,Married,Other
F,33,Married,Executive
F,33,Married,Executive
M,26,Single,Trades
M,26,Single,Trades
M,29,Single,Other
M,29,Single,Other
F,30,Married,Hospitality
F,25,Single,Other
F,53,Married,Retail
F,53,Married,Retail
M,17,Single,Student
M,17,Single,Student
F,41,Unspecified,Hospitality
F,41,Unspecified,Hospitality
F,41,Unspecified,Hospitality
M,26,Single,Other
M,26,Single,Other
F,34,Married,Other
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
M,38,Unspecified,Trades
M,42,Married,Professional
F,23,Single,Other
M,27,Single,Trades
M,27,Single,Trades
M,40,Married,Retired
F,39,Married,Other
F,39,Married,Other
F,48,Married,Sales
F,58,Married,Other
M,20,Single,Trades
M,20,Single,Trades
M,39,Married,Sales
F,33,Married,Hospitality
F,53,Married,Professional
F,53,Married,Professional
F,44,Married,Other
F,37,Married,Other
F,42,Married,Other
F,42,Married,Other
F,23,Single,Retail
M,41,Single,Professional
M,41,Single,Professional
M,38,Single,Sales
M,51,Unspecified,Other
M,51,Unspecified,Other
M,51,Unspecified,Other
F,35,Unspecified,Hospitality
M,27,Married,Professional
F,42,Married,Other
F,27,Married,Other
F,21,Single,Sales
M,42,Single,Other
M,42,Single,Other
M,42,Single,Other
M,42,Single,Other
F,36,Single,Other
F,65,Married,Other
F,26,Single,Other
F,25,Single,Professional
F,62,Married,Retired
F,62,Married,Retired
F,47,Married,Hospitality
F,45,Married,Hospitality
M,35,Married,Sales
F,47,Unspecified,Hospitality
F,47,Unspecified,Hospitality
M,34,Married,Trades
M,29,Single,Sales
F,34,Married,Executive
F,34,Married,Executive
M,29,Married,Other
F,28,Single,Professional
F,33,Single,Professional
M,41,Married,Other
F,25,Single,Student
F,25,Single,Student
M,43,Married,Other
F,24,Single,Professional
F,33,Single,Retail
F,33,Single,Retail
F,43,Married,Executive
F,43,Married,Executive
F,39,Married,Executive
F,39,Married,Executive
F,27,Married,Executive
F,55,Married,Other
M,51,Married,Professional
M,51,Married,Professional
M,35,Married,Trades
M,35,Married,Trades
F,48,Married,Other
F,48,Married,Other
M,36,Married,Trades
F,35,Married,Other
M,37,Married,Other
M,37,Married,Other
F,23,Single,Professional
F,26,Single,Professional
F,26,Single,Professional
F,26,Married,Other
M,22,Single,Professional
M,22,Single,Professional
M,36,Unspecified,Trades
F,20,Single,Other
M,19,Single,Student
M,19,Single,Student
M,31,Single,Professional
F,28,Single,Professional
F,23,Single,Student
F,23,Single,Student
F,23,Single,Student
F,23,Single,Retail
F,20,Single,Other
F,47,Married,Hospitality
F,47,Married,Hospitality
M,50,Married,Retired
M,26,Single,Other
M,39,Married,Student
F,19,Single,Other
F,35,Married,Executive
F,40,Married,Other
F,40,Married,Other
F,44,Married,Other
F,44,Married,Other
F,27,Single,Other
F,58,Unspecified,Hospitality
F,41,Married,Other
F,41,Married,Other
F,34,Married,Other
M,19,Single,Executive
M,19,Single,Executive
M,40,Married,Retired
M,40,Married,Retired
M,35,Married,Other
F,23,Single,Other
M,47,Unspecified,Other
M,47,Unspecified,Other
M,29,Single,Professional
M,29,Single,Professional
F,33,Married,Executive
F,19,Single,Other
F,22,Single,Retail
F,28,Single,Student
F,28,Single,Student
F,28,Single,Student
F,29,Single,Professional
M,59,Married,Trades
M,58,Married,Trades
M,58,Married,Trades
M,58,Married,Trades
M,35,Married,Other
M,25,Single,Sales
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
M,49,Married,Professional
F,25,Single,Professional
M,36,Married,Other
M,36,Married,Other
M,26,Unspecified,Other
M,58,Married,Other
M,58,Married,Other
F,22,Single,Sales
M,36,Married,Other
F,29,Single,Retail
F,36,Married,Professional
F,36,Married,Professional
F,36,Married,Professional
F,28,Single,Student
F,38,Married,Executive
M,20,Single,Student
M,20,Single,Student
M,48,Married,Professional
M,23,Single,Retail
M,30,Married,Sales
F,36,Single,Professional
F,28,Single,Professional
M,32,Married,Trades
M,27,Single,Other
F,37,Single,Retail
F,37,Single,Retail
F,37,Single,Retail
F,51,Unspecified,Hospitality
F,51,Unspecified,Hospitality
F,32,Single,Professional
F,31,Single,Other
M,38,Married,Executive
M,23,Single,Professional
M,23,Single,Professional
F,24,Single,Student
F,24,Single,Student
F,24,Single,Student
M,29,Single,Student
M,21,Single,Professional
F,21,Single,Student
F,28,Single,Retail
F,28,Single,Retail
F,31,Married,Hospitality
F,31,Married,Hospitality
F,31,Married,Hospitality
F,31,Married,Hospitality
F,33,Married,Other
F,33,Single,Professional
M,31,Married,Trades
F,41,Married,Professional
M,19,Single,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
M,27,Single,Sales
M,27,Single,Sales
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Executive
M,28,Single,Trades
M,24,Single,Professional
M,24,Single,Professional
F,30,Married,Other
M,20,Single,Student
F,48,Married,Other
F,22,Single,Student
F,53,Married,Other
F,53,Married,Other
F,51,Married,Retail
M,40,Single,Sales
M,40,Single,Sales
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
M,19,Single,Professional
F,32,Unspecified,Professional
F,32,Unspecified,Professional
M,41,Single,Other
M,41,Single,Other
M,41,Single,Other
M,34,Married,Professional
F,33,Married,Executive
F,20,Single,Professional
F,20,Single,Professional
F,25,Married,Executive
F,27,Married,Executive
F,27,Married,Executive
F,54,Married,Other
F,35,Married,Other
F,35,Married,Other
M,25,Single,Sales
M,25,Single,Sales
F,68,Married,Other
